ConsultationID,Date,ConsultantID,ConsultantName,RegionID,StylistID,ClientID,ServiceID,ServiceName,ServiceCategory,ColourSeasonID,MainSeason,RevenueActual_GBP,RevenuePotential_GBP,Status,IsNewClient,NPS_Score,DeliveryMode,Year,MonthNum,MonthName,QuarterYear
CN0010986,2023-09-12,CON025,Natalie Garcia,RG05,STY074,CL0039,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS11,Winter,180.81,180.81,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0010987,2023-09-13,CON002,Emma Patel,RG02,STY005,CL0721,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS06,Summer,147.61,147.61,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0010988,2023-09-13,CON002,Emma Patel,RG02,STY006,CL0385,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS12,Winter,0,141.49,Cancelled,No,,In-Person,2023,09,September,Q3 2023
CN0010989,2023-09-13,CON002,Emma Patel,RG02,STY004,CL2792,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS08,Autumn,280.1,280.1,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0010990,2023-09-13,CON003,Claire Hughes,RG03,STY008,CL0626,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS06,Summer,423.95,423.95,Completed,Yes,7,In-Person,2023,09,September,Q3 2023
CN0010991,2023-09-13,CON003,Claire Hughes,RG03,STY008,CL1954,SV10,Follow-up Consultation,Review for existing clients.,CS08,Autumn,108.24,108.24,Completed,No,7,In-Person,2023,09,September,Q3 2023
CN0010992,2023-09-13,CON006,Anna Singh,RG06,STY019,CL2970,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS09,Autumn,201.93,201.93,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0010993,2023-09-13,CON006,Anna Singh,RG06,STY019,CL2062,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS02,Spring,187.71,187.71,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0010994,2023-09-13,CON007,Kate Okoye,RG07,STY020,CL1510,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS02,Spring,249.09,249.09,Completed,Yes,9,In-Person,2023,09,September,Q3 2023
CN0010995,2023-09-13,CON007,Kate Okoye,RG07,STY020,CL2292,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS05,Summer,406.05,406.05,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0010996,2023-09-13,CON009,Fiona Williams,RG09,STY028,CL2738,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS10,Winter,429.46,429.46,Completed,Yes,7,In-Person,2023,09,September,Q3 2023
CN0010997,2023-09-13,CON009,Fiona Williams,RG09,STY026,CL2558,SV06,Personal Shopping,Guided shopping trip with stylist.,CS06,Summer,0,290.48,Cancelled,No,,In-Person,2023,09,September,Q3 2023
CN0010998,2023-09-13,CON010,Rachel Johnson,RG10,STY030,CL0100,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS05,Summer,306.89,306.89,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0010999,2023-09-13,CON010,Rachel Johnson,RG10,STY030,CL2289,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS03,Spring,0,306.43,No-Show,No,,In-Person,2023,09,September,Q3 2023
CN0011000,2023-09-13,CON010,Rachel Johnson,RG10,STY029,CL2024,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS10,Winter,249.64,249.64,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011001,2023-09-13,CON011,James Smith,RG01,STY032,CL0331,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS08,Autumn,419.02,419.02,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011002,2023-09-13,CON011,James Smith,RG01,STY032,CL0508,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS12,Winter,272.83,272.83,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0011003,2023-09-13,CON012,David Brown,RG02,STY034,CL0121,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS06,Summer,306.97,306.97,Completed,No,7,In-Person,2023,09,September,Q3 2023
CN0011004,2023-09-13,CON012,David Brown,RG02,STY035,CL2087,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS10,Winter,305.81,305.81,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011005,2023-09-13,CON013,Mark Taylor,RG03,STY037,CL2254,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS07,Autumn,197.18,197.18,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011006,2023-09-13,CON013,Mark Taylor,RG03,STY037,CL2324,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS10,Winter,0,431.65,No-Show,No,,In-Person,2023,09,September,Q3 2023
CN0011007,2023-09-13,CON014,Tom Davis,RG04,STY039,CL2601,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS08,Autumn,282.11,282.11,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011008,2023-09-13,CON014,Tom Davis,RG04,STY039,CL2720,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS08,Autumn,276.07,276.07,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0011009,2023-09-13,CON014,Tom Davis,RG04,STY041,CL0074,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS07,Autumn,406.88,406.88,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011010,2023-09-13,CON015,Raj Miller,RG05,STY043,CL0102,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS04,Summer,202.66,202.66,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011011,2023-09-13,CON015,Raj Miller,RG05,STY042,CL0153,SV06,Personal Shopping,Guided shopping trip with stylist.,CS08,Autumn,292.38,292.38,Completed,Yes,6,In-Person,2023,09,September,Q3 2023
CN0011012,2023-09-13,CON015,Raj Miller,RG05,STY042,CL0719,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS02,Spring,83.05,83.05,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011013,2023-09-13,CON015,Raj Miller,RG05,STY042,CL2904,SV10,Follow-up Consultation,Review for existing clients.,CS06,Summer,94.9,94.9,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011014,2023-09-13,CON017,Michael Moore,RG07,STY048,CL1407,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS06,Summer,96.42,96.42,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0011015,2023-09-13,CON017,Michael Moore,RG07,STY047,CL2629,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS12,Winter,0,437.6,Cancelled,No,,In-Person,2023,09,September,Q3 2023
CN0011016,2023-09-13,CON017,Michael Moore,RG07,STY048,CL0506,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS02,Spring,115.2,115.2,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011017,2023-09-13,CON018,Oliver Anderson,RG08,STY050,CL2361,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS02,Spring,143.93,143.93,Completed,Yes,5,Online,2023,09,September,Q3 2023
CN0011018,2023-09-13,CON019,Peter Thomas,RG09,STY054,CL0934,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS11,Winter,153.66,153.66,Completed,No,9,Online,2023,09,September,Q3 2023
CN0011019,2023-09-13,CON019,Peter Thomas,RG09,STY054,CL0225,SV10,Follow-up Consultation,Review for existing clients.,CS08,Autumn,95.32,95.32,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0011020,2023-09-13,CON020,Andrew Jackson,RG10,STY055,CL1751,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS02,Spring,309.51,309.51,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011021,2023-09-13,CON020,Andrew Jackson,RG10,STY055,CL2030,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS09,Autumn,429.79,429.79,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011022,2023-09-13,CON020,Andrew Jackson,RG10,STY055,CL1361,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS06,Summer,423.25,423.25,Completed,Yes,10,In-Person,2023,09,September,Q3 2023
CN0011023,2023-09-13,CON021,Jessica White,RG01,STY059,CL2222,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS05,Summer,136.55,136.55,Completed,No,6,Online,2023,09,September,Q3 2023
CN0011024,2023-09-13,CON021,Jessica White,RG01,STY060,CL1440,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS11,Winter,283.01,283.01,Completed,Yes,10,In-Person,2023,09,September,Q3 2023
CN0011025,2023-09-13,CON022,Lucy Harris,RG02,STY065,CL2917,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS11,Winter,233.04,233.04,Completed,No,6,In-Person,2023,09,September,Q3 2023
CN0011026,2023-09-13,CON022,Lucy Harris,RG02,STY062,CL1133,SV10,Follow-up Consultation,Review for existing clients.,CS07,Autumn,0,104.33,No-Show,No,,In-Person,2023,09,September,Q3 2023
CN0011027,2023-09-13,CON022,Lucy Harris,RG02,STY064,CL2279,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS01,Spring,440.73,440.73,Completed,Yes,7,In-Person,2023,09,September,Q3 2023
CN0011028,2023-09-13,CON023,Charlotte Martin,RG03,STY067,CL2347,SV10,Follow-up Consultation,Review for existing clients.,CS01,Spring,107.09,107.09,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011029,2023-09-13,CON025,Natalie Garcia,RG05,STY072,CL0632,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS05,Summer,130.81,130.81,Completed,No,10,Online,2023,09,September,Q3 2023
CN0011030,2023-09-13,CON025,Natalie Garcia,RG05,STY074,CL0919,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS05,Summer,290.97,290.97,Completed,Yes,9,In-Person,2023,09,September,Q3 2023
CN0011031,2023-09-13,CON025,Natalie Garcia,RG05,STY072,CL0262,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS10,Winter,208.85,208.85,Completed,Yes,7,In-Person,2023,09,September,Q3 2023
CN0011032,2023-09-14,CON001,Sophie Marlowe,RG01,STY002,CL0327,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS04,Summer,208.24,208.24,Completed,No,7,In-Person,2023,09,September,Q3 2023
CN0011033,2023-09-14,CON002,Emma Patel,RG02,STY006,CL0746,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS01,Spring,441.07,441.07,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011034,2023-09-14,CON002,Emma Patel,RG02,STY005,CL2213,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS04,Summer,196.35,196.35,Completed,No,5,In-Person,2023,09,September,Q3 2023
CN0011035,2023-09-14,CON002,Emma Patel,RG02,STY004,CL1843,SV06,Personal Shopping,Guided shopping trip with stylist.,CS04,Summer,305.93,305.93,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011036,2023-09-14,CON003,Claire Hughes,RG03,STY009,CL2073,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS08,Autumn,139.69,139.69,Completed,No,9,Online,2023,09,September,Q3 2023
CN0011037,2023-09-14,CON003,Claire Hughes,RG03,STY008,CL0873,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS08,Autumn,414.59,414.59,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011038,2023-09-14,CON004,Lisa Carter,RG04,STY013,CL2306,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS03,Spring,0,405.34,Cancelled,No,,In-Person,2023,09,September,Q3 2023
CN0011039,2023-09-14,CON004,Lisa Carter,RG04,STY011,CL1911,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS04,Summer,199.38,199.38,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0011040,2023-09-14,CON004,Lisa Carter,RG04,STY012,CL0043,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS10,Winter,0,112.19,Cancelled,No,,In-Person,2023,09,September,Q3 2023
CN0011041,2023-09-14,CON005,Sarah Walsh,RG05,STY016,CL2856,SV10,Follow-up Consultation,Review for existing clients.,CS01,Spring,100.27,100.27,Completed,Yes,9,In-Person,2023,09,September,Q3 2023
CN0011042,2023-09-14,CON005,Sarah Walsh,RG05,STY014,CL2439,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS02,Spring,435.53,435.53,Completed,Yes,9,In-Person,2023,09,September,Q3 2023
CN0011043,2023-09-14,CON005,Sarah Walsh,RG05,STY016,CL1466,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS03,Spring,168.45,168.45,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011044,2023-09-14,CON006,Anna Singh,RG06,STY018,CL2175,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS03,Spring,0,293.59,Cancelled,Yes,,In-Person,2023,09,September,Q3 2023
CN0011045,2023-09-14,CON006,Anna Singh,RG06,STY018,CL2240,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS11,Winter,0,77.01,Cancelled,No,,In-Person,2023,09,September,Q3 2023
CN0011046,2023-09-14,CON006,Anna Singh,RG06,STY018,CL0467,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS10,Winter,435.89,435.89,Completed,Yes,7,In-Person,2023,09,September,Q3 2023
CN0011047,2023-09-14,CON007,Kate Okoye,RG07,STY022,CL1590,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS09,Autumn,87.51,87.51,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0011048,2023-09-14,CON007,Kate Okoye,RG07,STY020,CL0891,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS03,Spring,218.26,218.26,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011049,2023-09-14,CON008,Helen Chen,RG08,STY023,CL2964,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS04,Summer,444.99,444.99,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011050,2023-09-14,CON008,Helen Chen,RG08,STY023,CL2421,SV10,Follow-up Consultation,Review for existing clients.,CS05,Summer,118.9,118.9,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011051,2023-09-14,CON009,Fiona Williams,RG09,STY025,CL0501,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS10,Winter,160.36,160.36,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011052,2023-09-14,CON009,Fiona Williams,RG09,STY028,CL2968,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS05,Summer,0,124.9,Cancelled,No,,In-Person,2023,09,September,Q3 2023
CN0011053,2023-09-14,CON010,Rachel Johnson,RG10,STY029,CL0188,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS08,Autumn,438.44,438.44,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011054,2023-09-14,CON010,Rachel Johnson,RG10,STY029,CL2039,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS06,Summer,255.38,255.38,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0011055,2023-09-14,CON010,Rachel Johnson,RG10,STY030,CL2181,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS09,Autumn,138.7,138.7,Completed,No,8,Online,2023,09,September,Q3 2023
CN0011056,2023-09-14,CON011,James Smith,RG01,STY032,CL2935,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS10,Winter,0,99.51,Cancelled,No,,In-Person,2023,09,September,Q3 2023
CN0011057,2023-09-14,CON011,James Smith,RG01,STY031,CL2188,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS12,Winter,96.8,96.8,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011058,2023-09-14,CON012,David Brown,RG02,STY034,CL0448,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS11,Winter,0,301.24,Cancelled,No,,In-Person,2023,09,September,Q3 2023
CN0011059,2023-09-14,CON013,Mark Taylor,RG03,STY037,CL1787,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS09,Autumn,157.44,157.44,Completed,Yes,10,In-Person,2023,09,September,Q3 2023
CN0011060,2023-09-14,CON014,Tom Davis,RG04,STY039,CL2315,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS01,Spring,0,287.64,Cancelled,No,,In-Person,2023,09,September,Q3 2023
CN0011061,2023-09-14,CON014,Tom Davis,RG04,STY039,CL2667,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS01,Spring,0,288.12,Cancelled,Yes,,In-Person,2023,09,September,Q3 2023
CN0011062,2023-09-14,CON014,Tom Davis,RG04,STY041,CL1871,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS07,Autumn,426.94,426.94,Completed,No,7,In-Person,2023,09,September,Q3 2023
CN0011063,2023-09-14,CON015,Raj Miller,RG05,STY042,CL2936,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS01,Spring,144.59,144.59,Completed,No,7,Online,2023,09,September,Q3 2023
CN0011064,2023-09-14,CON015,Raj Miller,RG05,STY042,CL0365,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS06,Summer,135.3,135.3,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011065,2023-09-14,CON015,Raj Miller,RG05,STY042,CL1352,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS08,Autumn,0,306.9,Cancelled,Yes,,In-Person,2023,09,September,Q3 2023
CN0011066,2023-09-14,CON015,Raj Miller,RG05,STY043,CL1171,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS01,Spring,0,290.6,Cancelled,No,,In-Person,2023,09,September,Q3 2023
CN0011067,2023-09-14,CON016,Liam Wilson,RG06,STY046,CL0401,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS01,Spring,242.87,242.87,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0011068,2023-09-14,CON017,Michael Moore,RG07,STY047,CL2042,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS12,Winter,418.02,418.02,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011069,2023-09-14,CON017,Michael Moore,RG07,STY048,CL0631,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS01,Spring,80.78,80.78,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011070,2023-09-14,CON018,Oliver Anderson,RG08,STY050,CL2937,SV10,Follow-up Consultation,Review for existing clients.,CS11,Winter,97.0,97.0,Completed,Yes,10,In-Person,2023,09,September,Q3 2023
CN0011071,2023-09-14,CON018,Oliver Anderson,RG08,STY052,CL0004,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS11,Winter,416.44,416.44,Completed,Yes,9,In-Person,2023,09,September,Q3 2023
CN0011072,2023-09-14,CON019,Peter Thomas,RG09,STY054,CL0607,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS02,Spring,438.57,438.57,Completed,No,7,In-Person,2023,09,September,Q3 2023
CN0011073,2023-09-14,CON019,Peter Thomas,RG09,STY053,CL1262,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS11,Winter,86.94,86.94,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0011074,2023-09-14,CON019,Peter Thomas,RG09,STY054,CL0941,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS09,Autumn,190.07,190.07,Completed,No,7,In-Person,2023,09,September,Q3 2023
CN0011075,2023-09-14,CON020,Andrew Jackson,RG10,STY055,CL1076,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS09,Autumn,144.69,144.69,Completed,Yes,10,Online,2023,09,September,Q3 2023
CN0011076,2023-09-14,CON020,Andrew Jackson,RG10,STY056,CL1073,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS05,Summer,120.59,120.59,Completed,Yes,8,In-Person,2023,09,September,Q3 2023
CN0011077,2023-09-14,CON020,Andrew Jackson,RG10,STY055,CL1332,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS08,Autumn,93.41,93.41,Completed,Yes,7,In-Person,2023,09,September,Q3 2023
CN0011078,2023-09-14,CON020,Andrew Jackson,RG10,STY055,CL2409,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS01,Spring,234.79,234.79,Completed,No,7,In-Person,2023,09,September,Q3 2023
CN0011079,2023-09-14,CON021,Jessica White,RG01,STY058,CL2672,SV10,Follow-up Consultation,Review for existing clients.,CS02,Spring,107.43,107.43,Completed,Yes,10,In-Person,2023,09,September,Q3 2023
CN0011080,2023-09-14,CON021,Jessica White,RG01,STY058,CL2353,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS09,Autumn,98.6,98.6,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011081,2023-09-14,CON021,Jessica White,RG01,STY060,CL2068,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS07,Autumn,160.56,160.56,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0011082,2023-09-14,CON022,Lucy Harris,RG02,STY065,CL1978,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS07,Autumn,0,96.25,Cancelled,Yes,,In-Person,2023,09,September,Q3 2023
CN0011083,2023-09-14,CON022,Lucy Harris,RG02,STY063,CL1360,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS08,Autumn,417.12,417.12,Completed,Yes,9,In-Person,2023,09,September,Q3 2023
CN0011084,2023-09-14,CON022,Lucy Harris,RG02,STY065,CL0303,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS11,Winter,301.67,301.67,Completed,Yes,8,In-Person,2023,09,September,Q3 2023
CN0011085,2023-09-14,CON024,Amy Thompson,RG04,STY070,CL0354,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS10,Winter,0,186.78,No-Show,No,,In-Person,2023,09,September,Q3 2023
CN0011086,2023-09-14,CON025,Natalie Garcia,RG05,STY073,CL2837,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS03,Spring,288.34,288.34,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011087,2023-09-14,CON025,Natalie Garcia,RG05,STY074,CL1582,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS07,Autumn,212.7,212.7,Completed,Yes,9,In-Person,2023,09,September,Q3 2023
CN0011088,2023-09-15,CON001,Sophie Marlowe,RG01,STY002,CL2542,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS05,Summer,117.22,117.22,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011089,2023-09-15,CON001,Sophie Marlowe,RG01,STY001,CL0819,SV10,Follow-up Consultation,Review for existing clients.,CS07,Autumn,87.46,87.46,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011090,2023-09-15,CON002,Emma Patel,RG02,STY006,CL1572,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS10,Winter,271.76,271.76,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011091,2023-09-15,CON003,Claire Hughes,RG03,STY009,CL1492,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS03,Spring,297.01,297.01,Completed,No,7,In-Person,2023,09,September,Q3 2023
CN0011092,2023-09-15,CON003,Claire Hughes,RG03,STY009,CL1460,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS06,Summer,407.29,407.29,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0011093,2023-09-15,CON004,Lisa Carter,RG04,STY012,CL1968,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS01,Spring,269.17,269.17,Completed,Yes,7,In-Person,2023,09,September,Q3 2023
CN0011094,2023-09-15,CON005,Sarah Walsh,RG05,STY016,CL2806,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS10,Winter,407.77,407.77,Completed,Yes,10,In-Person,2023,09,September,Q3 2023
CN0011095,2023-09-15,CON006,Anna Singh,RG06,STY019,CL2537,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS03,Spring,111.2,111.2,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011096,2023-09-15,CON006,Anna Singh,RG06,STY018,CL1667,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS09,Autumn,150.74,150.74,Completed,Yes,10,Online,2023,09,September,Q3 2023
CN0011097,2023-09-15,CON007,Kate Okoye,RG07,STY020,CL2648,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS02,Spring,298.24,298.24,Completed,Yes,7,In-Person,2023,09,September,Q3 2023
CN0011098,2023-09-15,CON007,Kate Okoye,RG07,STY020,CL1461,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS03,Spring,419.14,419.14,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011099,2023-09-15,CON007,Kate Okoye,RG07,STY021,CL1930,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS04,Summer,256.62,256.62,Completed,No,6,In-Person,2023,09,September,Q3 2023
CN0011100,2023-09-15,CON007,Kate Okoye,RG07,STY022,CL1244,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS09,Autumn,309.69,309.69,Completed,No,9,In-Person,2023,09,September,Q3 2023
CN0011101,2023-09-15,CON009,Fiona Williams,RG09,STY028,CL2008,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS06,Summer,216.09,216.09,Completed,No,8,In-Person,2023,09,September,Q3 2023
CN0011102,2023-09-15,CON009,Fiona Williams,RG09,STY026,CL0930,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS04,Summer,414.02,414.02,Completed,Yes,9,In-Person,2023,09,September,Q3 2023
CN0011103,2023-09-15,CON010,Rachel Johnson,RG10,STY029,CL0152,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS08,Autumn,430.13,430.13,Completed,Yes,9,In-Person,2023,09,September,Q3 2023
CN0011104,2023-09-15,CON010,Rachel Johnson,RG10,STY029,CL0395,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS03,Spring,273.28,273.28,Completed,Yes,9,In-Person,2023,09,September,Q3 2023
CN0011105,2023-09-15,CON010,Rachel Johnson,RG10,STY030,CL1559,SV06,Personal Shopping,Guided shopping trip with stylist.,CS03,Spring,282.07,282.07,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011106,2023-09-15,CON011,James Smith,RG01,STY031,CL2098,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS08,Autumn,417.89,417.89,Completed,No,10,In-Person,2023,09,September,Q3 2023
CN0011107,2023-09-15,CON011,James Smith,RG01,STY031,CL2265,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS03,Spring,0,432.68,Cancelled,No,,In-Person,2023,09,September,Q3 2023
